	agt	league	split	playoffs	date	game	patch	side	team	ban1	ban2	ban3	ban4	ban5	gamelength	result	kills	deaths	assists	doublekills	triplekills	quadrakills	pentakills	firstblood	team kpm	firstdragon	dragons	opp_dragons	elementaldrakes	opp_elementaldrakes	infernals	mountains	clouds	oceans	dragons (type unknown)	elders	opp_elders	firstherald	heralds	opp_heralds	firstbaron	barons	opp_barons	firsttower	towers	opp_towers	firstmidtower	firsttothreetowers	inhibitors	opp_inhibitors	damagetochampions	dpm	damageshare	damagetakenperminute	damagemitigatedperminute	wardsplaced	wpm	wardskilled	wcpm	controlwardsbought	visionscore	vspm	totalgold	earnedgold	earned gpm	earnedgoldshare	goldspent	gspd	total cs	minionkills	monsterkills	monsterkillsownjungle	monsterkillsenemyjungle	cspm	goldat10	xpat10	csat10	opp_goldat10	opp_xpat10	opp_csat10	golddiffat10	xpdiffat10	csdiffat10	goldat15	xpat15	csat15	opp_goldat15	opp_xpat15	opp_csat15	golddiffat15	xpdiffat15	csdiffat15
1572	6251-8152	LPL	Summer	0	2020/6/30 13:09	3	10.12	Blue	Royal Never Give Up	Galio	Twisted Fate	Ashe	Yuumi	Karma	2125	0	8	10	21	1	0	0	0	0	0.2259	0	2	3	2	3	0	0	2	0	NaN	0	0	0	0	2	0	0	1	0	2	7	0	0	0	1	57970	1636.8	NaN	2792.4706	2530.2494	137	3.8682	68	1.92	45	311	8.7812	56517	33464	944.8659	NaN	56125	0.065888	NaN	NaN	237	169	18	NaN	14753	17104	274	14758	16575	279	-5	529	-5	24017	29630	485	23887	29265	498	130	365	-13
1573	6251-8152	LPL	Summer	0	2020/6/30 13:09	3	10.12	Red	Team WE	Varus	Aphelios	Kalista	Pantheon	Nautilus	2125	1	10	8	19	0	0	0	0	1	0.2824	1	3	2	3	2	0	1	1	1	NaN	0	0	1	2	0	1	1	0	1	7	2	1	1	1	0	64745	1828.0941	NaN	2328.8471	2187.3318	110	3.1059	83	2.3435	34	263	7.4259	61909	38856	1097.1106	NaN	52545	-0.065888	NaN	NaN	254	152	37	NaN	14758	16575	279	14753	17104	274	5	-529	5	23887	29265	498	24017	29630	485	-130	-365	13
1574	ESPORTSTMNT02/1385861	LCK	Summer	0	2020/7/1 6:34	1	10.12	Blue	T1	Senna	Pantheon	Syndra	Zoe	Jayce	2126	0	10	11	19	0	0	0	0	1	0.2822	1	3	2	3	2	1	0	1	1	NaN	0	0	1	1	0	0	0	1	1	3	7	0	0	0	1	68853	1943.1703	NaN	2523.1609	2887.0273	154	4.3462	63	1.778	54	289	8.1562	58178	35115	991.016	NaN	55705	-0.033588	NaN	942	244	179	4	33.4713	15341	18811	358	15504	19760	359	-163	-949	-1	24151	30081	565	23863	31468	573	288	-1387	-8
1575	ESPORTSTMNT02/1385861	LCK	Summer	0	2020/7/1 6:34	1	10.12	Red	DAMWON Gaming	Varus	Twisted Fate	Sett	Azir	LeBlanc	2126	1	11	10	28	1	0	0	0	0	0.3104	0	2	3	2	3	0	0	0	2	NaN	0	0	0	0	1	1	1	0	0	7	3	1	1	1	0	60592	1710.0282	NaN	3110.7714	2682.8128	154	4.3462	87	2.4553	45	365	10.301	62893	39830	1124.0828	NaN	57608	0.033588	NaN	986	237	172	12	34.5155	15504	19760	359	15341	18811	358	163	949	1	23863	31468	573	24151	30081	565	-288	1387	8
1576	ESPORTSTMNT02/1385882	LCK	Summer	0	2020/7/1 8:47	2	10.12	Blue	DAMWON Gaming	Twisted Fate	Kalista	Sett	Bard	Ornn	2952	1	12	8	24	1	0	0	0	0	0.2439	1	4	4	3	4	0	0	2	1	NaN	1	0	1	2	0	1	1	0	1	9	3	1	1	1	0	91556	1860.8943	NaN	2340.4268	1934.3902	202	4.1057	102	2.0732	68	465	9.4512	86245	54757	1112.9472	NaN	79975	0.044965	NaN	1267	368	209	46	33.2317	14527	17003	304	15631	17014	302	-1104	-11	2	23356	27226	492	23866	27958	517	-510	-732	-25
1577	ESPORTSTMNT02/1385882	LCK	Summer	0	2020/7/1 8:47	2	10.12	Red	T1	Pantheon	Senna	Fiddlesticks	Jayce	Karma	2952	0	8	12	17	0	0	0	0	1	0.1626	0	4	4	4	3	1	0	3	0	NaN	0	1	0	0	2	0	0	1	0	3	9	0	0	0	1	73950	1503.0488	NaN	2967.3577	2158.1098	198	4.0244	106	2.1545	88	465	9.4512	78793	47305	961.4837	NaN	76458	-0.044965	NaN	1327	281	222	10	32.6829	15631	17014	302	14527	17003	304	1104	11	-2	23866	27958	517	23356	27226	492	510	732	25
1578	6252-8158	LPL	Summer	0	2020/7/1 9:23	1	10.12	Blue	Dominus Esports	Kalista	LeBlanc	Syndra	Twisted Fate	Jarvan IV	1590	1	14	2	29	1	0	0	0	1	0.5283	0	3	1	3	1	1	2	0	0	NaN	0	0	0	1	1	1	1	0	0	10	3	1	0	1	0	38181	1440.7925	NaN	1722.6792	1957.5094	86	3.2453	37	1.3962	25	181	6.8302	52738	35142	1326.1132	NaN	45608	0.132386	NaN	NaN	213	122	27	NaN	16488	18218	292	15007	17897	328	1481	321	-36	27113	30067	508	24125	26984	482	2988	3083	26
1579	6252-8158	LPL	Summer	0	2020/7/1 9:23	1	10.12	Red	Invictus Gaming	Varus	Nidalee	Aphelios	Morgana	Zilean	1590	0	2	14	3	0	0	0	0	0	0.0755	1	1	3	1	3	0	0	0	1	NaN	0	0	1	1	1	0	0	1	1	3	10	0	1	0	1	22532	850.2642	NaN	2183.283	2023.5094	77	2.9057	33	1.2453	30	164	6.1887	40446	22850	862.2642	NaN	39945	-0.132386	NaN	NaN	164	122	9	NaN	15007	17897	328	16488	18218	292	-1481	-321	36	24125	26984	482	27113	30067	508	-2988	-3083	-26
1580	ESPORTSTMNT02/1385895	LCK	Summer	0	2020/7/1 10:06	1	10.12	Blue	Gen.G	Sett	Yuumi	LeBlanc	Nautilus	Jayce	1922	1	16	2	32	1	0	0	0	1	0.4995	1	5	0	4	0	1	2	0	1	NaN	1	0	1	1	1	1	1	0	1	11	1	1	1	2	0	70850	2211.7586	NaN	2338.7825	3402.0499	126	3.9334	58	1.8106	57	261	8.1478	67022	46040	1437.2529	NaN	60260	0.204601	NaN	1008	260	149	47	39.5838	16495	19358	358	15015	18670	346	1480	688	12	25949	30328	565	22798	29983	554	3151	345	11
1581	ESPORTSTMNT02/1385895	LCK	Summer	0	2020/7/1 10:06	1	10.12	Red	SANDBOX Gaming	Varus	Ezreal	Kalista	Braum	Zoe	1922	0	2	16	7	0	0	0	0	0	0.0624	0	0	5	0	4	0	0	0	0	NaN	0	1	0	1	1	0	0	1	0	1	11	0	0	0	2	41904	1308.1374	NaN	2857.2425	2715.2966	111	3.4651	65	2.0291	50	243	7.5858	50500	29518	921.4776	NaN	49075	-0.204601	NaN	967	165	128	2	35.3382	15015	18670	346	16495	19358	358	-1480	-688	-12	22798	29983	554	25949	30328	565	-3151	-345	-11
1582	6252-8162	LPL	Summer	0	2020/7/1 10:10	2	10.12	Blue	Invictus Gaming	Wukong	Nidalee	Ashe	Ornn	Zilean	1471	1	17	6	27	3	0	0	0	1	0.6934	1	4	0	4	0	1	1	0	2	NaN	0	0	1	2	0	1	1	0	1	9	1	1	1	2	0	57392	2340.9381	NaN	2240.5982	2381.6044	77	3.1407	27	1.1013	37	149	6.0775	51062	34680	1414.5479	NaN	44910	0.212969	NaN	NaN	199	104	30	NaN	16202	18386	335	14639	17408	303	1563	978	32	27129	31273	531	22254	27172	469	4875	4101	62
1583	6252-8162	LPL	Summer	0	2020/7/1 10:10	2	10.12	Red	Dominus Esports	Varus	Kalista	Syndra	LeBlanc	Twisted Fate	1471	0	6	17	11	1	0	0	0	0	0.2447	0	0	4	0	4	0	0	0	0	NaN	0	0	0	0	2	0	0	1	0	1	9	0	0	0	2	25009	1020.0816	NaN	3053.637	1913.8817	69	2.8144	30	1.2237	35	141	5.7512	37864	21482	876.2203	NaN	36266	-0.212969	NaN	NaN	127	97	5	NaN	14639	17408	303	16202	18386	335	-1563	-978	-32	22254	27172	469	27129	31273	531	-4875	-4101	-62
1584	6252-8163	LPL	Summer	0	2020/7/1 10:52	3	10.12	Blue	Dominus Esports	Kalista	LeBlanc	Aphelios	Twisted Fate	Orianna	1583	0	11	16	19	1	0	0	0	0	0.4169	0	1	3	1	3	1	0	0	0	NaN	0	0	0	0	2	0	0	1	0	1	9	0	0	0	1	37263	1412.3689	NaN	2817.9154	3045.9381	79	2.9943	36	1.3645	31	172	6.5193	41451	23926	906.8604	NaN	40200	-0.164384	NaN	NaN	134	109	1	NaN	14235	15823	263	15223	16775	303	-988	-952	-40	22287	27164	448	24592	27509	515	-2305	-345	-67
1585	6252-8163	LPL	Summer	0	2020/7/1 10:52	3	10.12	Red	Invictus Gaming	Wukong	Varus	Syndra	Zilean	Galio	1583	1	16	11	34	2	0	0	0	1	0.6064	1	3	1	3	1	0	1	2	0	NaN	0	0	1	2	0	1	1	0	1	9	1	1	1	1	0	52419	1986.8225	NaN	2530.0063	2292.0152	82	3.108	42	1.5919	39	198	7.5047	53984	36459	1381.8951	NaN	47400	0.164384	NaN	NaN	211	125	18	NaN	15223	16775	303	14235	15823	263	988	952	40	24592	27509	515	22287	27164	448	2305	345	67
1586	ESPORTSTMNT02/1385913	LCK	Summer	0	2020/7/1 11:42	2	10.12	Blue	SANDBOX Gaming	Ezreal	Kalista	Trundle	Zoe	Twisted Fate	1657	0	9	26	21	0	0	0	0	0	0.3259	1	1	3	1	3	1	0	0	0	NaN	0	0	0	0	2	0	0	1	0	1	10	0	0	0	1	53558	1939.3361	NaN	3032.1183	2183.6814	102	3.6934	50	1.8105	39	226	8.1835	45354	27075	980.3862	NaN	42853	-0.18857	NaN	734	158	115	11	32.2993	14475	18101	321	16517	19473	344	-2042	-1372	-23	22993	28772	483	27475	31071	528	-4482	-2299	-45
1587	ESPORTSTMNT02/1385913	LCK	Summer	0	2020/7/1 11:42	2	10.12	Red	Gen.G	Varus	Karma	Sett	LeBlanc	Syndra	1657	1	26	9	57	5	1	0	0	1	0.9415	0	3	1	3	1	0	1	2	0	NaN	0	0	1	2	0	1	1	0	1	10	1	1	1	1	0	65459	2370.2716	NaN	2939.8189	3024.5142	103	3.7296	44	1.5932	44	196	7.0972	58714	40435	1464.1521	NaN	51775	0.18857	NaN	772	176	93	29	34.3271	16517	19473	344	14475	18101	321	2042	1372	23	27475	31071	528	22993	28772	483	4482	2299	45
1588	6253-8167	LPL	Summer	0	2020/7/1 11:58	1	10.12	Blue	Suning	Ornn	Nidalee	Kalista	Jarvan IV	Olaf	1933	1	21	12	47	2	2	0	0	0	0.6518	1	4	1	4	1	0	1	1	2	NaN	0	0	1	2	0	1	1	0	1	9	2	1	1	1	0	78378	2432.8401	NaN	2829.7465	3531.8365	95	2.9488	41	1.2726	37	239	7.4185	64194	43099	1337.7858	NaN	56625	0.080214	NaN	NaN	250	121	49	NaN	15895	18314	332	15375	17600	285	520	714	47	26467	29079	521	24976	28755	470	1491	324	51
1589	6253-8167	LPL	Summer	0	2020/7/1 11:58	1	10.12	Red	LGD Gaming	Varus	Trundle	Bard	Thresh	Lulu	1933	0	12	21	35	0	0	0	0	1	0.3725	0	1	4	1	4	0	0	0	1	NaN	0	0	0	0	2	0	0	1	0	2	9	0	0	0	1	56888	1765.7941	NaN	3163.1454	2769.9327	97	3.0109	39	1.2106	33	226	7.015	53703	32608	1012.1469	NaN	52258	-0.080214	NaN	NaN	145	114	7	NaN	15375	17600	285	15895	18314	332	-520	-714	-47	24976	28755	470	26467	29079	521	-1491	-324	-51
1590	6253-8168	LPL	Summer	0	2020/7/1 12:48	2	10.12	Blue	LGD Gaming	Syndra	Graves	Bard	Zoe	Renekton	1868	0	7	9	17	0	0	0	0	0	0.2248	0	3	2	3	2	2	0	1	0	NaN	0	0	1	1	1	0	0	1	1	4	9	0	0	0	2	42655	1370.0749	NaN	2496.5846	2602.2912	101	3.2441	43	1.3812	43	223	7.1627	48930	28498	915.3533	NaN	46183	-0.026536	NaN	NaN	223	148	25	NaN	16273	16587	294	15548	17489	319	725	-902	-25	25450	27954	478	22605	26650	488	2845	1304	-10
1591	6253-8168	LPL	Summer	0	2020/7/1 12:48	2	10.12	Red	Suning	Varus	Nidalee	Ornn	LeBlanc	Wukong	1868	1	9	7	23	1	0	0	0	1	0.2891	1	2	3	2	3	1	0	0	1	NaN	0	0	0	1	1	1	1	0	0	9	4	1	1	2	0	53185	1708.2976	NaN	2242.5482	1751.1135	105	3.3726	52	1.6702	38	249	7.9979	54559	34127	1096.1563	NaN	47425	0.026536	NaN	NaN	176	112	16	NaN	15548	17489	319	16273	16587	294	-725	902	25	22605	26650	488	25450	27954	478	-2845	-1304	10
1592	ESPORTSTMNT02/1395817	LCK	Summer	0	2020/7/2 7:07	1	10.12	Blue	Hanwha Life Esports	Zoe	Nautilus	Poppy	Braum	Jayce	1660	0	3	13	9	0	0	0	0	0	0.1084	1	2	2	2	2	1	0	0	1	NaN	0	0	1	2	0	1	1	0	1	1	9	0	0	0	1	26478	957.0361	NaN	1836.4699	1648.8434	101	3.6506	49	1.7711	47	208	7.5181	43695	25385	917.5301	NaN	42215	-0.089235	NaN	736	156	90	12	32.241	15076	18920	341	14744	18556	336	332	364	5	24012	28901	530	23470	29338	515	542	-437	15
1593	ESPORTSTMNT02/1395817	LCK	Summer	0	2020/7/2 7:07	1	10.12	Red	Afreeca Freecs	Varus	Yuumi	Kalista	Syndra	Azir	1660	1	13	3	30	1	0	0	0	1	0.4699	0	2	2	2	2	0	0	2	0	NaN	0	0	0	0	2	0	0	1	0	9	1	1	1	1	0	38562	1393.8072	NaN	1885.988	1514.7108	114	4.1205	45	1.6265	40	236	8.5301	52064	33754	1220.0241	NaN	46158	0.089235	NaN	778	187	109	41	34.8795	14744	18556	336	15076	18920	341	-332	-364	-5	23470	29338	515	24012	28901	530	-542	437	-15
1594	ESPORTSTMNT02/1395842	LCK	Summer	0	2020/7/2 8:35	2	10.12	Blue	Afreeca Freecs	Yuumi	Sett	Aphelios	Wukong	Nidalee	2037	1	17	3	51	2	1	0	0	0	0.5007	1	4	1	4	1	1	3	0	0	NaN	0	0	1	2	0	0	0	0	1	7	3	1	1	1	0	56362	1660.1473	NaN	2279.1753	2831.3991	126	3.7113	70	2.0619	50	327	9.6318	61721	39566	1165.4197	NaN	53100	-0.02102	NaN	972	182	113	15	33.9912	14980	18042	344	16077	18522	350	-1097	-480	-6	23817	27503	494	24091	28687	532	-274	-1184	-38
1595	ESPORTSTMNT02/1395842	LCK	Summer	0	2020/7/2 8:35	2	10.12	Red	Hanwha Life Esports	Varus	Karma	Orianna	Mordekaiser	Galio	2037	0	3	17	9	0	0	0	0	1	0.0884	0	1	4	1	4	0	0	0	1	NaN	0	0	0	0	2	0	0	0	0	3	7	0	0	0	1	54395	1602.2091	NaN	2431.5464	2006.9514	135	3.9764	42	1.2371	60	249	7.3343	55675	33520	987.3343	NaN	54228	0.02102	NaN	995	204	140	4	35.3166	16077	18522	350	14980	18042	344	1097	480	6	24091	28687	532	23817	27503	494	274	1184	38
1596	6254-8176	LPL	Summer	0	2020/7/2 9:21	1	10.13	Blue	Oh My God	Graves	Sett	Thresh	Ornn	Wukong	1831	1	23	8	48	2	0	0	0	1	0.7537	0	3	2	3	2	2	0	1	0	NaN	0	0	1	2	0	1	1	0	1	10	1	1	1	2	0	68253	2236.5811	NaN	2888.9132	3399.7488	97	3.1786	43	1.4091	36	197	6.4555	60448	40394	1323.6701	NaN	55285	0.204017	NaN	NaN	201	110	27	NaN	18203	18531	297	15414	17966	314	2789	565	-17	28274	29877	499	23208	27956	499	5066	1921	0
1597	6254-8176	LPL	Summer	0	2020/7/2 9:21	1	10.13	Red	Rogue Warriors	Varus	LeBlanc	Kalista	Ekko	Kassadin	1831	0	8	23	19	0	0	0	0	0	0.2622	1	2	3	2	3	1	1	0	0	NaN	0	0	0	0	2	0	0	1	0	1	10	0	0	0	2	53563	1755.2048	NaN	2989.7761	2934.9208	86	2.8181	47	1.5401	29	230	7.5369	46133	26079	854.5822	NaN	45050	-0.204017	NaN	NaN	189	127	18	NaN	15414	17966	314	18203	18531	297	-2789	-565	17	23208	27956	499	28274	29877	499	-5066	-1921	0
1598	ESPORTSTMNT02/1395844	LCK	Summer	0	2020/7/2 9:34	1	10.12	Blue	DRX	Kalista	Pantheon	Karma	Yasuo	Azir	2048	1	17	13	34	2	0	0	0	1	0.498	0	3	3	3	3	3	0	0	0	NaN	0	0	1	2	0	0	0	0	1	7	1	1	1	1	0	70036	2051.8359	NaN	3429.3164	3061.6406	128	3.75	72	2.1094	40	286	8.3789	67739	45471	1332.1582	NaN	58008	0.092867	NaN	930	267	186	16	35.0684	16681	20473	353	15875	18909	316	806	1564	37	28292	31859	553	26086	31255	498	2206	604	55
1599	ESPORTSTMNT02/1395844	LCK	Summer	0	2020/7/2 9:34	1	10.12	Red	Team Dynamics	Varus	Yuumi	Ezreal	Kennen	Twisted Fate	2048	0	13	17	23	1	0	0	0	0	0.3809	1	3	3	3	3	1	1	0	1	NaN	0	0	0	0	2	0	0	0	0	1	7	0	0	0	1	79389	2325.8496	NaN	2746.4355	2714.1797	106	3.1055	65	1.9043	53	253	7.4121	56297	34029	996.9434	NaN	52860	-0.092867	NaN	868	197	143	0	31.2012	15875	18909	316	16681	20473	353	-806	-1564	-37	26086	31255	498	28292	31859	553	-2206	-604	-55
1600	6254-8177	LPL	Summer	0	2020/7/2 10:12	2	10.13	Blue	Rogue Warriors	Lee Sin	Renekton	Thresh	Rumble	Galio	2121	1	16	7	46	2	0	0	0	0	0.4526	0	3	3	3	3	0	2	0	1	NaN	0	0	1	2	0	NaN	0	0	1	9	2	1	1	1	0	63807	1805.0071	NaN	2343.3946	1907.6945	103	2.9137	86	2.4328	41	284	8.0339	61909	38897	1100.3395	NaN	56985	0.084118	NaN	NaN	207	135	29	NaN	17399	18693	299	16239	17693	330	1160	1000	-31	27236	29033	489	24924	27788	526	2312	1245	-37
1601	6254-8177	LPL	Summer	0	2020/7/2 10:12	2	10.13	Red	Oh My God	Varus	Graves	Sett	Azir	Twisted Fate	2121	0	7	16	13	0	0	0	0	1	0.198	1	3	3	3	3	0	2	1	0	NaN	0	0	0	0	2	NaN	0	0	0	2	9	0	0	0	1	51509	1457.1146	NaN	2541.1598	2036.4922	154	4.3564	51	1.4427	48	287	8.1188	55451	32439	917.6521	NaN	52385	-0.084118	NaN	NaN	249	154	21	NaN	16239	17693	330	17399	18693	299	-1160	-1000	31	24924	27788	526	27236	29033	489	-2312	-1245	37
1602	6254-8181	LPL	Summer	0	2020/7/2 11:06	3	10.13	Blue	Rogue Warriors	Lee Sin	Renekton	Thresh	Leona	Wukong	2364	0	24	21	56	1	0	0	0	1	0.6091	1	3	3	3	3	1	1	1	0	NaN	0	0	1	2	0	1	1	1	1	8	10	1	1	2	2	80038	2031.4213	NaN	3563.2234	3328.934	153	3.8832	69	1.7513	37	381	9.6701	70814	45323	1150.3299	NaN	67935	-0.03887	NaN	NaN	224	138	32	NaN	15228	17945	302	15537	18291	332	-309	-346	-30	24288	28417	481	24631	30054	524	-343	-1637	-43
1603	6254-8181	LPL	Summer	0	2020/7/2 11:06	3	10.13	Red	Oh My God	Varus	Sett	Karma	Mordekaiser	Ornn	2364	1	21	24	44	3	0	0	0	0	0.533	0	3	3	3	3	0	3	0	0	NaN	0	0	0	0	2	0	1	1	0	10	8	0	0	2	2	108183	2745.7614	NaN	2589.1117	3732.335	121	3.0711	65	1.6497	44	217	5.5076	73658	48167	1222.5127	NaN	70628	0.03887	NaN	NaN	269	185	23	NaN	15537	18291	332	15228	17945	302	309	346	30	24631	30054	524	24288	28417	481	343	1637	43
1604	ESPORTSTMNT02/1395870	LCK	Summer	0	2020/7/2 11:44	2	10.12	Blue	Team Dynamics	Yuumi	Twisted Fate	Kalista	Bard	Sylas	1516	0	6	17	10	0	0	0	0	0	0.2375	0	0	3	0	3	0	0	0	0	NaN	0	0	0	1	1	0	0	1	1	2	9	0	0	0	1	37779	1495.2111	NaN	3309.3008	2422.876	72	2.8496	27	1.0686	30	138	5.4617	39336	22495	890.3034	NaN	36890	-0.21109	NaN	658	99	76	1	29.9604	14472	16271	280	17437	18436	308	-2965	-2165	-28	22271	27300	490	26321	29902	526	-4050	-2602	-36
1605	ESPORTSTMNT02/1395870	LCK	Summer	0	2020/7/2 11:44	2	10.12	Red	DRX	Heimerdinger	Rek'Sai	Karma	Mordekaiser	Lucian	1516	1	17	6	34	1	0	0	0	1	0.6728	1	3	0	3	0	1	1	0	1	NaN	0	0	1	1	1	1	1	0	0	9	2	1	1	1	0	64167	2539.591	NaN	2861.9525	2421.6095	69	2.7309	47	1.8602	28	187	7.4011	52126	35285	1396.504	NaN	45596	0.21109	NaN	750	184	106	23	36.9657	17437	18436	308	14472	16271	280	2965	2165	28	26321	29902	526	22271	27300	490	4050	2602	36
1606	6255-8183	LPL	Summer	0	2020/7/2 12:21	1	10.13	Blue	Team WE	Nidalee	Graves	LeBlanc	Zoe	Sylas	1560	1	17	3	49	1	0	0	0	1	0.6538	1	4	0	4	0	1	1	0	2	NaN	0	0	1	2	0	1	1	0	1	10	0	1	1	2	0	43350	1667.3077	NaN	2838	2468.4231	70	2.6923	40	1.5385	39	186	7.1538	52216	34926	1343.3077	NaN	46395	0.256703	NaN	NaN	207	98	46	NaN	18437	19542	332	15397	17935	313	3040	1607	19	27316	31305	529	23651	28524	492	3665	2781	37
1607	6255-8183	LPL	Summer	0	2020/7/2 12:21	1	10.13	Red	JD Gaming	Varus	Aphelios	Twisted Fate	Lee Sin	Kindred	1560	0	3	17	3	1	0	0	0	0	0.1154	0	0	4	0	4	0	0	0	0	NaN	0	0	0	0	2	0	0	1	0	0	10	0	0	0	2	41821	1608.5	NaN	2338.0769	1896.2308	72	2.7692	28	1.0769	27	135	5.1923	38216	20926	804.8462	NaN	35840	-0.256703	NaN	NaN	152	110	16	NaN	15397	17935	313	18437	19542	332	-3040	-1607	-19	23651	28524	492	27316	31305	529	-3665	-2781	-37
1608	6255-8184	LPL	Summer	0	2020/7/2 13:04	2	10.13	Blue	JD Gaming	Twisted Fate	Galio	Ornn	Karma	Sett	2624	1	19	10	49	2	0	0	0	0	0.4345	0	4	3	NaN	NaN	NaN	NaN	NaN	NaN	4	0	0	0	1	1	1	1	0	1	11	3	1	1	3	0	91626	2095.1067	NaN	2278.8796	3518.7805	171	3.9101	72	1.6463	57	378	8.6433	78652	50509	1154.9314	NaN	71825	0.063196	NaN	NaN	307	212	27	NaN	16067	18001	309	16264	19156	328	-197	-1155	-19	24557	28998	504	25288	30025	520	-731	-1027	-16
1609	6255-8184	LPL	Summer	0	2020/7/2 13:04	2	10.13	Red	Team WE	Varus	Nidalee	LeBlanc	Bard	Zoe	2624	0	10	19	25	0	0	0	0	1	0.2287	1	3	4	NaN	NaN	NaN	NaN	NaN	NaN	3	0	0	1	1	1	0	0	1	0	3	11	0	0	0	3	71964	1645.5183	NaN	2730.1829	2713.9482	153	3.4985	79	1.8064	60	388	8.872	69663	41520	949.3902	NaN	67425	-0.063196	NaN	NaN	342	237	21	NaN	16264	19156	328	16067	18001	309	197	1155	19	25288	30025	520	24557	28998	504	731	1027	16
1610	6255-8185	LPL	Summer	0	2020/7/2 14:06	3	10.13	Blue	Team WE	Nidalee	LeBlanc	Graves	Volibear	Mordekaiser	1603	0	2	19	7	0	0	0	0	0	0.0749	1	2	2	2	2	0	0	1	1	NaN	0	0	1	2	0	0	0	1	0	1	9	0	0	0	1	33848	1266.9245	NaN	3104.3918	3091.5533	70	2.6201	36	1.3475	30	144	5.3899	39482	21753	814.2109	NaN	38990	-0.223994	NaN	NaN	149	108	4	NaN	14668	17717	333	14648	18530	334	20	-813	-1	22451	26874	502	26137	31491	530	-3686	-4617	-28
1611	6255-8185	LPL	Summer	0	2020/7/2 14:06	3	10.13	Red	JD Gaming	Varus	Aphelios	Ashe	Olaf	Renekton	1603	1	19	2	61	0	0	0	0	1	0.7112	0	2	2	2	2	2	0	0	0	NaN	0	0	0	0	2	1	1	0	1	9	1	1	1	1	0	61275	2293.5122	NaN	2417.7417	2277.6794	114	4.267	35	1.31	36	227	8.4966	53590	35861	1342.2707	NaN	48825	0.223994	NaN	NaN	208	130	31	NaN	14648	18530	334	14668	17717	333	-20	813	1	26137	31491	530	22451	26874	502	3686	4617	28
1612	ESPORTSTMNT02/1386227	LCK	Summer	0	2020/7/3 6:02	1	10.12	Blue	KT Rolster	Yuumi	Kalista	Nautilus	Illaoi	Wukong	1714	1	15	4	39	2	0	0	0	1	0.5251	1	4	0	4	0	2	1	1	0	NaN	0	0	1	2	0	1	1	0	1	8	0	1	1	1	0	67120	2349.5916	NaN	2458.1447	1806.8961	119	4.1657	50	1.7503	46	262	9.1715	54776	35915	1257.2345	NaN	47833	0.167258	NaN	754	238	138	27	34.7258	16540	19630	369	14575	17416	308	1965	2214	61	26550	31538	583	22244	27535	502	4306	4003	81
1613	ESPORTSTMNT02/1386227	LCK	Summer	0	2020/7/3 6:02	1	10.12	Red	SeolHaeOne Prince	Varus	Karma	NaN	Lee Sin	Olaf	1714	0	4	15	12	0	0	0	0	0	0.14	0	0	4	0	4	0	0	0	0	NaN	0	0	0	0	2	0	0	1	0	0	8	0	0	0	1	34413	1204.6558	NaN	3103.7573	2514.6791	87	3.0455	33	1.1552	29	141	4.9358	42578	23717	830.2334	NaN	40450	-0.167258	NaN	728	135	114	3	30.21	14575	17416	308	16540	19630	369	-1965	-2214	-61	22244	27535	502	26550	31538	583	-4306	-4003	-81
1614	ESPORTSTMNT02/1386265	LCK	Summer	0	2020/7/3 8:36	2	10.12	Blue	SeolHaeOne Prince	Kalista	Ashe	Ezreal	Maokai	Kennen	1807	0	2	17	5	0	0	0	0	0	0.0664	0	2	3	2	3	0	2	0	0	NaN	0	0	0	0	2	0	0	2	0	1	9	0	0	0	1	41398	1374.5877	NaN	2806.6187	2154.7537	97	3.2208	34	1.1289	39	178	5.9103	43930	24121	800.9186	NaN	42310	-0.229114	NaN	787	159	118	12	31.4112	14190	17788	302	17890	19076	296	-3700	-1288	6	21684	28016	492	26938	30547	483	-5254	-2531	9
1615	ESPORTSTMNT02/1386265	LCK	Summer	0	2020/7/3 8:36	2	10.12	Red	KT Rolster	Varus	Karma	Aphelios	Ornn	Mordekaiser	1807	1	17	2	40	2	2	0	0	1	0.5645	1	3	2	3	2	1	1	1	0	NaN	0	0	1	2	0	1	2	0	1	9	1	1	1	1	0	60934	2023.2651	NaN	2575.5506	2385.7886	96	3.1876	52	1.7266	42	243	8.0686	61732	41923	1392.0199	NaN	53258	0.229114	NaN	797	202	111	21	33.171	17890	19076	296	14190	17788	302	3700	1288	-6	26938	30547	483	21684	28016	492	5254	2531	-9
1616	6256-8190	LPL	Summer	0	2020/7/3 9:17	1	10.13	Blue	Top Esports	Jarvan IV	Zoe	Aphelios	Galio	Volibear	1427	1	25	5	48	2	0	0	0	1	1.0512	1	2	1	2	1	1	0	1	0	NaN	0	0	1	1	1	1	1	0	1	9	1	1	1	1	0	58472	2458.5284	NaN	1939.8038	1586.4891	53	2.2285	31	1.3034	23	165	6.9376	53510	37577	1579.972	NaN	45500	0.294069	NaN	NaN	191	99	41	NaN	17180	18576	352	15190	17922	308	1990	654	44	30955	30820	531	23807	26608	435	7148	4212	96
